,price_steel,price_rebar,price_glass,price_concrete,price_plywood
2009-05-28,8.333333333333334,9.75,20.0,29.642857142857146,12.625
2009-05-29,8.333333333333334,9.75,20.0,29.16666666666667,13.833333333333336
2009-06-01,8.0,10.25,20.0,29.16666666666667,13.0
2009-06-02,8.5,9.75,20.0,29.69230769230769,13.833333333333336
2009-06-03,8.5,10.75,20.0,29.69230769230769,14.3
2009-06-04,8.5,10.5,20.0,29.41666666666667,13.5
2009-06-05,8.083333333333334,10.5,20.0,28.07142857142857,13.083333333333336
2009-06-08,7.666666666666668,15.333333333333336,20.0,29.42857142857143,12.0
2009-06-09,8.75,15.333333333333336,20.0,29.42857142857143,12.0
2009-06-10,8.75,13.666666666666664,20.0,29.42857142857143,12.0
2009-06-11,7.666666666666668,13.666666666666664,20.0,29.42857142857143,11.875
2009-06-12,7.416666666666668,13.666666666666664,20.0,29.42857142857143,11.75
2009-06-15,7.416666666666668,12.5,20.0,29.66666666666667,9.9
2009-06-16,7.416666666666668,11.25,18.0,29.272727272727273,9.7
2009-06-17,7.25,10.375,18.0,30.23076923076923,8.9
2009-06-18,6.5,10.125,18.0,30.23076923076923,8.9
2009-06-19,6.333333333333332,9.375,18.0,28.58333333333333,8.625
2009-06-22,6.5,7.25,18.0,29.2,8.75
2009-06-23,6.5,7.2,18.0,25.894736842105264,8.0
2009-06-24,6.5,7.375,18.0,25.894736842105264,9.333333333333334
2009-06-25,6.5,7.833333333333332,18.0,25.78947368421053,8.5
2009-06-26,7.5,9.333333333333334,18.0,25.78947368421053,8.625
2009-06-29,8.0,10.75,18.0,26.38888888888889,10.5
2009-06-30,8.0,12.25,18.0,21.0,10.416666666666666
2009-07-01,8.0,11.75,18.0,21.0,10.166666666666666
2009-07-02,8.25,11.5,18.0,21.0,10.875
2009-07-06,,11.333333333333336,,16.48,11.0
2009-07-07,7.5,11.5,18.0,16.890625,10.25
2009-07-08,7.5,11.166666666666664,18.0,16.890625,10.0
2009-07-09,8.0,11.0,18.0,17.94,8.7
2009-07-10,7.75,11.0,18.0,18.568965517241374,8.5
2009-07-13,7.5,9.5,18.0,21.86842105263158,9.0
2009-07-14,7.5,13.0,18.0,23.0,10.5
2009-07-15,7.666666666666668,13.0,18.0,21.184210526315788,8.5
2009-07-16,7.416666666666668,13.0,18.0,22.321428571428577,8.75
2009-07-17,7.416666666666668,14.75,18.0,22.08333333333333,8.75
2009-07-20,7.5,14.25,18.0,22.08333333333333,8.0
2009-07-21,7.5,10.166666666666666,18.0,21.5,7.875
2009-07-22,7.083333333333332,10.166666666666666,18.0,21.5,7.875
2009-07-23,7.083333333333332,9.833333333333334,18.0,21.63157894736842,7.75
2009-07-24,7.083333333333332,10.0,18.0,21.0,8.2
2009-07-27,7.333333333333332,12.75,18.0,21.0,8.5
2009-07-28,7.25,11.0,18.0,21.379310344827584,9.25
2009-07-29,7.25,11.0,18.0,20.705882352941178,9.25
2009-07-30,7.25,11.0,18.0,20.705882352941178,9.25
2009-07-31,7.25,13.5,18.0,20.555555555555557,9.25
2009-08-01,,,,,
2009-08-03,7.333333333333332,15.0,18.0,20.555555555555557,9.75
2009-08-04,7.333333333333332,15.0,20.0,16.428571428571427,9.75
2009-08-05,7.333333333333332,13.0,20.0,16.428571428571427,11.0
2009-08-06,7.5,14.75,20.0,16.428571428571427,13.0
2009-08-07,7.5,14.5,20.0,16.428571428571427,13.0
2009-08-10,7.5,19.0,20.0,16.347826086956523,13.0
2009-08-11,8.666666666666666,19.666666666666668,20.0,15.1,12.25
2009-08-12,8.666666666666666,18.666666666666668,20.0,15.071428571428573,12.25
2009-08-13,9.0,16.75,20.0,15.071428571428573,12.25
2009-08-14,8.5,,20.0,,
2009-08-17,9.25,16.5,20.0,15.071428571428573,12.5
2009-08-18,9.25,14.666666666666664,20.0,18.4375,12.5
2009-08-19,8.5,14.5,20.0,18.4375,12.0
2009-08-20,8.166666666666666,11.875,20.0,19.0,12.0
2009-08-21,8.5,12.75,20.0,19.5625,10.333333333333334
2009-08-24,8.0,9.0,20.0,19.5625,12.25
2009-08-25,7.333333333333332,11.375,20.0,24.818181818181817,12.25
2009-08-26,8.166666666666666,10.5,20.0,24.818181818181817,10.666666666666666
2009-08-27,7.666666666666668,10.6,20.0,24.6,10.833333333333336
2009-08-28,7.666666666666668,12.125,20.0,24.578947368421048,10.833333333333336
2009-08-31,9.166666666666666,14.375,20.0,24.0,10.0
2009-09-01,9.166666666666666,13.625,20.0,26.8125,9.833333333333334
2009-09-02,9.166666666666666,12.625,20.0,26.8125,9.833333333333334
2009-09-03,9.166666666666666,16.375,20.0,26.8125,10.333333333333334
2009-09-04,9.166666666666666,15.5,20.0,26.952380952380953,8.25
2009-09-08,8.625,18.375,20.0,26.0,10.75
2009-09-09,8.4375,17.625,20.0,24.153846153846153,9.5
2009-09-10,8.25,20.83333333333333,20.0,24.966666666666665,11.75
2009-09-11,8.25,23.0,20.0,24.382352941176467,11.75
2009-09-14,7.5,18.75,20.0,24.735294117647058,12.75
2009-09-15,7.5,16.5,20.0,23.97826086956522,10.875
2009-09-16,7.5,16.5,20.0,23.35483870967742,10.875
2009-09-17,7.5,16.5,20.0,21.603448275862064,11.166666666666664
2009-09-18,7.5,16.5,20.0,22.91666666666667,10.833333333333336
2009-09-21,8.875,22.5,20.0,22.63333333333333,10.5
2009-09-22,8.9375,21.0,20.0,23.08333333333333,10.333333333333334
2009-09-23,8.35,21.0,20.0,23.64705882352941,11.75
2009-09-24,8.35,19.5,20.0,23.64705882352941,11.666666666666664
2009-09-25,8.35,19.5,20.0,24.10810810810811,11.333333333333336
2009-09-28,9.0,19.5,20.0,24.72727272727273,10.0
2009-09-29,9.0,16.333333333333332,20.0,25.972222222222214,12.0
2009-09-30,8.8,15.333333333333336,20.0,25.5,11.666666666666664
2009-10-01,8.8,15.5,20.0,21.404761904761905,11.0
2009-10-02,,11.5,20.0,21.30952380952381,11.0
2009-10-05,,15.333333333333336,20.0,21.41176470588235,
2009-10-06,,15.333333333333336,20.0,24.42857142857143,14.0
2009-10-07,,,20.0,23.8,14.0
2009-10-08,,13.5,20.0,23.75,14.0
2009-10-09,,12.5,20.0,23.75,14.0
2009-10-12,,,,,
2009-10-13,,20.25,20.0,25.4,15.0
2009-10-14,,20.25,20.0,23.83333333333333,15.0
2009-10-15,,20.75,20.0,22.4,15.0
2009-10-16,,18.666666666666668,20.0,22.4,15.0
2009-10-19,,24.0,20.0,22.4,17.75
2009-10-20,,21.0,20.0,20.75,17.166666666666668
2009-10-21,,18.83333333333333,20.0,22.4,17.166666666666668
2009-10-22,,18.166666666666668,20.0,22.4,15.875
2009-10-23,,16.875,20.0,22.142857142857146,15.1
2009-10-26,,26.25,20.0,24.0,12.5
2009-10-27,,26.625,20.0,16.9,12.833333333333336
2009-10-28,,26.375,20.0,16.357142857142858,12.833333333333336
2009-10-29,,28.9,20.0,18.75,11.0
2009-10-30,,24.357142857142854,20.0,18.75,11.0
2009-11-01,,,,,
2009-11-02,,30.75,,18.0,11.0
2009-11-03,,31.875,,23.16666666666667,11.0
2009-11-04,,25.2,,23.16666666666667,11.0
2009-11-05,,24.3,,26.5,11.0
2009-11-06,,19.875,,26.5,10.25
2009-11-09,,16.25,,,9.75
2009-11-10,,16.25,,,9.75
2009-11-11,,,,,
2009-11-12,,14.4,,,8.5
2009-11-13,,12.6,,,8.5
2009-11-16,,,,,8.833333333333334
2009-11-17,,,,,8.833333333333334
2009-11-18,,,,,8.833333333333334
2009-11-19,,,,,9.666666666666666
2009-11-20,10.25,,,,9.666666666666666
2009-11-23,11.125,12.0,,,13.0
2009-11-24,11.166666666666664,19.5,,,10.75
2009-11-25,11.5,21.75,,,12.0
2009-11-27,10.5,,,,
2009-11-30,10.4,28.5,,,12.75
2009-12-01,9.3,25.5,,,12.75
2009-12-02,9.0,25.5,,,13.0
2009-12-03,10.166666666666666,24.75,,,13.0
2009-12-04,10.125,24.75,,,13.0
2009-12-07,16.75,25.25,,,11.333333333333336
2009-12-08,15.833333333333336,25.5,,,11.333333333333336
2009-12-09,17.7,25.5,,,12.0
2009-12-10,17.125,25.5,,,11.5
2009-12-11,18.666666666666668,25.5,,,12.0
2009-12-14,23.1875,28.5,,,11.0
2009-12-15,22.875,28.5,,38.0,11.0
2009-12-16,20.916666666666668,31.5,,38.0,10.75
2009-12-17,22.33333333333333,31.5,,,10.75
2009-12-18,27.5,36.0,,,9.833333333333334
2009-12-21,24.5,36.0,,,10.25
2009-12-22,29.0,36.0,,,10.25
2009-12-23,24.8,36.75,,,11.0
2009-12-24,20.4,36.0,,,9.5
2009-12-28,17.75,,,,9.5
2009-12-29,16.666666666666668,,,,11.0
2009-12-30,16.666666666666668,,,,9.75
2009-12-31,16.666666666666668,,,,9.625
2010-01-01,,,,,
2010-01-04,19.5625,,,,9.5
2010-01-05,21.3,,,,9.5
2010-01-06,19.5,,,,8.25
2010-01-07,21.125,,,,7.166666666666668
2010-01-08,20.625,,,,5.857142857142858
2010-01-11,18.83333333333333,,,,7.25
2010-01-12,21.2,,,,7.833333333333332
2010-01-13,21.5,37.5,,,7.833333333333332
2010-01-14,20.7,31.5,,,6.7
2010-01-15,20.08333333333333,34.5,,,6.5
2010-01-19,23.5,28.5,,,8.0
2010-01-20,23.6,24.75,,,8.0
2010-01-21,22.83333333333333,18.25,,,8.0
2010-01-22,20.5,18.0,,,9.5
2010-01-25,17.75,17.125,,,9.666666666666666
2010-01-26,16.5,15.0,,,9.666666666666666
2010-01-27,17.333333333333332,14.5,,,9.75
2010-01-28,17.333333333333332,16.5,,,9.666666666666666
2010-01-29,16.0,13.5,,,9.666666666666666
2010-02-01,17.5,18.0,,,10.166666666666666
2010-02-02,17.0,,,,8.875
2010-02-03,17.666666666666668,,,,8.875
2010-02-04,17.5,,,,9.625
2010-02-05,16.375,,,,9.625
2010-02-08,16.75,,,,12.833333333333336
2010-02-09,17.4,25.5,,,12.833333333333336
2010-02-10,17.8,,,,
2010-02-11,18.375,,,,
2010-02-12,16.0,31.5,,,12.833333333333336
2010-02-16,18.666666666666668,38.25,,,12.25
2010-02-17,18.666666666666668,38.66666666666666,,,12.25
2010-02-18,20.0,40.5,,,13.5
2010-02-19,20.0,43.5,,,14.5
2010-02-22,18.25,40.5,,,13.25
2010-02-23,17.333333333333332,34.5,,,14.166666666666664
2010-02-24,14.875,25.5,,,12.25
2010-02-25,15.0,19.875,,,12.5
2010-02-26,13.0,,,,
2010-03-01,12.0,17.5,,,12.5
2010-03-02,13.0,16.6,,,13.0
2010-03-03,13.0,16.6,,,13.0
2010-03-04,13.0,20.08333333333333,,,12.5
2010-03-05,12.5,22.785714285714285,,,12.5
2010-03-08,13.0,24.66666666666667,,,14.833333333333336
2010-03-09,11.75,27.75,,,21.0
2010-03-10,11.75,29.5,,,21.0
2010-03-11,11.5,24.6,,,19.75
2010-03-12,11.5,22.75,,,19.5
2010-03-15,10.5,18.625,,,20.5
2010-03-16,8.75,18.25,,,20.33333333333333
2010-03-17,8.75,17.166666666666668,,,19.5
2010-03-18,9.0,15.25,,,19.33333333333333
2010-03-19,8.0,14.0,,,19.83333333333333
2010-03-22,7.0,10.875,,,19.25
2010-03-23,8.5,,,,18.83333333333333
2010-03-24,7.5,,,,18.83333333333333
2010-03-25,7.625,,,,18.83333333333333
2010-03-26,7.166666666666668,,,,19.33333333333333
2010-03-29,6.0,,,,18.25
2010-03-30,5.625,8.75,,,17.5
2010-03-31,6.0625,8.5,,,14.75
2010-04-01,5.85,8.5,,,14.5
2010-04-02,5.4,9.0,,,11.666666666666664
2010-04-05,5.2,,,,
2010-04-06,5.1,9.0,,,12.0
2010-04-07,4.875,8.0,,,11.8
2010-04-08,5.666666666666668,8.0,,,11.0
2010-04-09,5.666666666666668,11.0,,,11.0
2010-04-12,7.291666666666668,13.5,,,10.5
2010-04-13,7.458333333333332,13.5,,,10.5
2010-04-14,7.392857142857142,13.5,,,9.4
2010-04-15,7.5357142857142865,15.0,,,8.9
2010-04-16,7.321428571428571,15.0,,,8.166666666666666
2010-04-19,7.8,19.33333333333333,,,7.6
2010-04-20,7.8,17.666666666666668,,,7.916666666666668
2010-04-21,9.5,15.583333333333336,,,7.916666666666668
2010-04-22,8.9,18.0,,,9.375
2010-04-23,8.5,16.11111111111111,,,9.125
2010-04-26,9.0,14.333333333333336,,,13.333333333333336
2010-04-27,9.0,13.4,,,13.5
2010-04-28,9.5,13.0,,,13.5
2010-04-29,9.5,13.0,,,15.0
2010-04-30,10.0,11.916666666666664,,,15.5
2010-05-01,,,,,
2010-05-03,9.75,14.8,,,17.5
2010-05-04,9.875,18.25,,,17.666666666666668
2010-05-05,9.875,17.285714285714285,,,16.75
2010-05-06,10.0,20.33333333333333,,,17.8
2010-05-07,10.0,20.25,,,17.8
2010-05-10,9.625,17.75,,,15.75
2010-05-11,9.375,16.0,,,15.75
2010-05-12,8.9,15.25,,,15.333333333333336
2010-05-13,8.55,13.75,,,13.4
2010-05-14,8.55,13.25,,,12.214285714285715
2010-05-17,8.875,13.75,,,11.666666666666664
2010-05-18,9.0,13.125,,,11.8
2010-05-19,8.666666666666666,11.5,,,12.25
2010-05-20,8.666666666666666,11.0,,,11.333333333333336
2010-05-21,8.75,9.333333333333334,,,10.9
2010-05-24,9.5,10.5,,,8.625
2010-05-25,9.5,10.833333333333336,,,11.9
2010-05-26,10.0,10.333333333333334,,,11.9
2010-05-27,10.0,10.5,,35.0,10.1875
2010-05-28,9.875,9.75,,36.0,12.75
2010-06-01,9.5,14.0,,35.833333333333336,10.25
2010-06-02,9.5,15.0,,35.833333333333336,10.0
2010-06-03,9.25,14.5,,35.833333333333336,9.7
2010-06-04,9.25,17.0,,35.833333333333336,9.5
2010-06-07,7.25,11.0,,38.0,11.625
2010-06-08,7.0625,9.0,,38.0,11.714285714285715
2010-06-09,6.8125,8.5,,37.0,11.428571428571427
2010-06-10,5.6,9.666666666666666,,35.666666666666664,11.214285714285712
2010-06-11,5.0,11.0,,31.33333333333333,10.9
2010-06-14,5.666666666666668,9.0,,31.25,10.083333333333334
2010-06-15,5.666666666666668,7.5,,30.842105263157894,10.083333333333334
2010-06-16,3.9166666666666665,6.0,,30.842105263157894,9.333333333333334
2010-06-17,3.3125,6.0,,30.842105263157894,8.833333333333334
2010-06-18,3.0625,5.0,,29.23076923076923,8.833333333333334
2010-06-21,4.375,5.0,,22.375,9.333333333333334
2010-06-22,5.333333333333333,7.0,,22.88888888888889,9.75
2010-06-23,5.5,7.0,,22.88888888888889,9.75
2010-06-24,6.125,7.5,,28.0,9.5
2010-06-25,6.125,7.5,,28.0,9.5
2010-06-28,9.0,11.5,,32.18181818181818,9.5
2010-06-29,9.5,11.25,,30.5,8.875
2010-06-30,9.5,11.75,,30.5,9.4
2010-07-01,9.375,12.25,,30.16666666666667,10.666666666666666
2010-07-02,9.25,12.25,,29.90625,10.0
2010-07-06,9.5,13.0,,30.16666666666667,11.666666666666664
2010-07-07,9.5,10.5,,22.0,11.5
2010-07-08,9.5,10.5,,22.714285714285715,10.625
2010-07-09,9.5,8.166666666666666,,22.619047619047624,10.625
2010-07-12,9.5,8.25,,22.21052631578948,9.375
2010-07-13,9.5,11.0,,22.21052631578948,10.0
2010-07-14,9.5,9.0,,24.575,12.166666666666664
2010-07-15,9.5,9.75,,23.589285714285715,12.166666666666664
2010-07-16,9.5,11.0,,23.589285714285715,12.166666666666664
2010-07-19,9.25,11.0,,23.84090909090909,12.0
2010-07-20,7.5,9.0,,25.29166666666667,12.333333333333336
2010-07-21,7.125,9.0,,25.29166666666667,13.0
2010-07-22,7.125,9.0,,25.29166666666667,13.0
2010-07-23,7.0,9.0,,25.29166666666667,12.5
2010-07-26,8.0,11.0,,25.29166666666667,13.0
2010-07-27,7.75,9.0,,19.94117647058824,13.0
2010-07-28,7.625,12.75,,19.0,12.25
2010-07-29,8.5,11.333333333333336,,19.675,13.0
2010-07-30,8.75,10.75,,19.675,13.0
2010-08-01,,,,,
2010-08-02,9.25,14.5,,19.55263157894737,13.0
2010-08-03,9.75,13.25,,19.63636363636364,13.0
2010-08-04,9.75,12.75,,19.571428571428573,13.0
2010-08-05,8.25,12.75,,19.59090909090909,11.75
2010-08-06,8.375,9.333333333333334,,19.59090909090909,11.75
2010-08-09,9.375,14.0,,19.666666666666668,12.25
2010-08-10,9.75,17.0,,21.03846153846154,12.25
2010-08-11,9.75,17.0,,19.55263157894737,12.25
2010-08-12,9.375,17.0,,19.55263157894737,11.0
2010-08-13,9.125,17.0,,19.55263157894737,11.0
2010-08-16,8.375,22.5,,20.964285714285715,10.5
2010-08-17,8.375,21.0,,18.94117647058824,9.333333333333334
2010-08-18,8.083333333333334,19.5,,18.94117647058824,9.333333333333334
2010-08-19,8.083333333333334,19.5,,18.740740740740737,7.75
2010-08-20,7.75,17.0,,18.740740740740737,7.75
2010-08-23,7.416666666666668,16.5,,18.740740740740737,9.0
2010-08-24,7.333333333333332,,,20.15384615384616,7.333333333333332
2010-08-25,7.5,,,20.222222222222214,7.333333333333332
2010-08-26,7.666666666666668,,,20.222222222222214,9.0
2010-08-27,7.5,,,19.714285714285715,9.0
2010-08-30,7.083333333333332,,,19.58823529411765,9.25
2010-08-31,7.166666666666668,,,18.83333333333333,9.75
2010-09-01,6.5625,,,18.767857142857142,9.75
2010-09-02,6.5625,,,18.529411764705888,6.625
2010-09-03,6.5,,,19.61904761904762,8.333333333333334
2010-09-07,6.5,,,21.52173913043478,9.666666666666666
2010-09-08,5.875,,,21.79166666666667,9.5
2010-09-09,6.5,,,20.86111111111111,9.5
2010-09-10,6.5,,,20.86111111111111,8.625
2010-09-13,8.25,,,21.15,8.75
2010-09-14,9.5,,,21.097222222222214,7.333333333333332
2010-09-15,9.5,,,21.44871794871795,7.333333333333332
2010-09-16,9.5,,,20.92708333333333,6.666666666666668
2010-09-17,8.666666666666666,,,20.33653846153846,6.666666666666668
2010-09-20,8.1875,,,19.293478260869566,7.666666666666668
2010-09-21,7.9375,,,18.520408163265305,7.666666666666668
2010-09-22,7.8125,,,18.520408163265305,7.666666666666668
2010-09-23,7.4375,,,18.48958333333333,7.666666666666668
2010-09-24,6.5,,,18.23529411764705,8.25
2010-09-27,6.6875,,,17.722222222222218,8.0
2010-09-28,6.55,,,17.234375,6.666666666666668
2010-09-29,7.0,18.0,,18.65,8.0
2010-09-30,7.0,,,18.65,11.166666666666664
2010-10-01,6.75,,,18.6046511627907,9.75
2010-10-04,6.916666666666668,,,18.6046511627907,11.5
2010-10-05,6.916666666666668,,,15.285714285714285,8.666666666666666
2010-10-06,6.916666666666668,,,15.258064516129036,6.5
2010-10-07,6.5,,,15.258064516129036,8.75
2010-10-08,7.5625,,,15.258064516129036,8.75
2010-10-11,,,,,
2010-10-12,9.833333333333334,,,14.4,14.5
2010-10-13,9.75,,,14.9375,13.0
2010-10-14,8.833333333333334,,,14.9375,10.666666666666666
2010-10-15,8.833333333333334,13.5,,14.9375,12.833333333333336
2010-10-18,11.875,13.5,,14.9375,12.666666666666664
2010-10-19,9.5,13.0,,14.9375,12.666666666666664
2010-10-20,9.5,13.0,,13.583333333333336,11.75
2010-10-21,9.625,17.0,,13.583333333333336,11.4
2010-10-22,10.833333333333336,,,13.583333333333336,10.6
2010-10-25,14.75,,,13.125,10.625
2010-10-26,14.5,,,15.571428571428573,10.625
2010-10-27,15.666666666666664,,,15.533333333333333,10.5
2010-10-28,16.5,,,15.4375,9.666666666666666
2010-10-29,17.0,,,15.411764705882351,9.071428571428571
2010-11-01,16.833333333333332,,,15.411764705882351,9.25
2010-11-02,15.375,,,17.916666666666668,9.25
2010-11-03,15.375,,,17.916666666666668,9.125
2010-11-04,14.5,,,15.961538461538465,8.5
2010-11-05,13.916666666666664,,,15.961538461538465,8.5
2010-11-08,15.7,,,17.136363636363637,9.166666666666666
2010-11-09,14.625,,,15.0,9.166666666666666
2010-11-10,14.625,,,14.166666666666664,8.5
2010-11-11,,,,,
2010-11-12,14.875,,,14.166666666666664,8.5
2010-11-15,15.25,,,15.833333333333336,8.5
2010-11-16,15.25,,,14.857142857142858,8.166666666666666
2010-11-17,15.75,,,14.857142857142858,8.166666666666666
2010-11-18,15.166666666666664,,,12.0,8.333333333333334
2010-11-19,15.625,,,16.666666666666668,8.333333333333334
2010-11-22,15.5,34.5,,18.33333333333333,12.75
2010-11-23,16.125,34.5,,21.5,13.333333333333336
2010-11-24,15.0,30.75,,21.66666666666667,16.25
2010-11-26,15.0,,,,
2010-11-29,16.3,33.25,,21.66666666666667,16.25
2010-11-30,17.0,33.25,,21.66666666666667,14.666666666666664
2010-12-01,17.4,37.25,,21.66666666666667,14.166666666666664
2010-12-02,21.0,37.0,,21.66666666666667,14.375
2010-12-03,21.0,40.75,,21.25,14.375
2010-12-06,25.5,44.75,,21.25,12.5
2010-12-07,26.4,45.25,,21.857142857142854,12.5
2010-12-08,26.33333333333333,45.16666666666666,,21.785714285714285,13.333333333333336
2010-12-09,25.0,49.0,,24.58333333333333,13.333333333333336
2010-12-10,23.5,49.0,,24.58333333333333,13.333333333333336
2010-12-13,23.66666666666667,46.66666666666666,,23.7,12.166666666666664
2010-12-14,28.66666666666667,46.0,,23.91666666666667,11.833333333333336
2010-12-15,31.5,42.833333333333336,,23.91666666666667,11.333333333333336
2010-12-16,27.2,41.375,,23.91666666666667,11.166666666666664
2010-12-17,27.75,40.4,,22.7,11.166666666666664
2010-12-20,28.0,38.5,,19.0,10.25
2010-12-21,28.0,31.4,,19.0,9.833333333333334
2010-12-22,28.6,37.625,,19.0,8.75
2010-12-23,26.3,35.0,,,9.0
2010-12-27,,,,,
2010-12-28,33.0,,,,
2010-12-29,36.333333333333336,37.833333333333336,,,8.1
2010-12-30,39.5,42.25,,,9.833333333333334
2010-12-31,,,,,
2011-01-01,,,,,
2011-01-03,,40.5,,,9.0
2011-01-04,38.5,38.75,,,8.5
2011-01-05,39.0,35.833333333333336,,,7.625
2011-01-06,34.5,37.0,,,7.625
2011-01-07,32.7,34.0,,,8.25
2011-01-10,32.666666666666664,32.5,,,12.5
2011-01-11,25.75,28.5,,,11.375
2011-01-12,24.2,,,,
2011-01-13,22.41666666666667,34.25,,,11.75
2011-01-14,20.8,34.5,,,11.666666666666664
2011-01-18,21.4,31.66666666666667,,,10.875
2011-01-19,21.2,32.333333333333336,,,9.875
2011-01-20,21.5,33.833333333333336,,,10.833333333333336
2011-01-21,21.5,37.5,,,10.333333333333334
2011-01-24,20.9375,26.875,,,10.5
2011-01-25,18.2,27.5,,,11.0
2011-01-26,16.0,24.5,,,10.125
2011-01-27,15.8,,,,
2011-01-28,16.0,17.5,,,9.5
2011-01-31,17.0,19.5,,,9.5
2011-02-01,14.9,16.5,,,8.166666666666666
2011-02-02,14.3,,,,
2011-02-03,14.2,16.5,,,6.0
2011-02-04,14.2,15.0,,,9.833333333333334
2011-02-07,13.625,16.5,,,10.25
2011-02-08,16.25,15.0,,,12.0
2011-02-09,19.0,10.5,,,15.0
2011-02-10,15.0,13.5,,,13.833333333333336
2011-02-11,16.0,13.5,,,13.666666666666664
2011-02-14,13.0,13.5,,,18.666666666666668
2011-02-15,12.5,11.0,,,19.0
2011-02-16,12.5,15.0,,,18.0
2011-02-17,12.25,15.0,,,18.0
2011-02-18,12.25,15.0,,,18.0
2011-02-22,9.875,13.0,,,18.33333333333333
2011-02-23,9.875,11.0,,,17.75
2011-02-24,11.0,9.0,,,18.25
2011-02-25,11.625,9.0,,,18.166666666666668
2011-02-28,13.0,9.0,,,18.416666666666668
2011-03-01,12.5,8.5,,,16.9
2011-03-02,12.125,7.0,,,16.25
2011-03-03,12.5,7.5,,,14.875
2011-03-04,12.833333333333336,,,,16.333333333333332
2011-03-07,11.5625,,,,15.25
2011-03-08,12.5,,,,15.625
2011-03-09,10.0,,,,14.5
2011-03-10,9.4375,,,,14.75
2011-03-11,10.833333333333336,,,,13.0
2011-03-14,11.25,,,,15.666666666666664
2011-03-15,10.25,,,,
2011-03-16,9.8125,,,,16.0
2011-03-17,10.166666666666666,,,,12.25
2011-03-18,10.166666666666666,,,,15.75
2011-03-21,10.25,,,,14.166666666666664
2011-03-22,10.25,,,,14.5
2011-03-23,10.333333333333334,,,,14.0
2011-03-24,9.25,,,,14.0
2011-03-25,12.0,,,,14.166666666666664
2011-03-28,12.25,,,,13.833333333333336
2011-03-29,12.333333333333336,17.0,,,13.166666666666664
2011-03-30,11.666666666666664,,,,13.333333333333336
2011-03-31,9.875,,,,12.166666666666664
2011-04-01,11.5,24.0,,,11.833333333333336
2011-04-04,13.0,28.0,,,11.625
2011-04-05,11.0,,,,10.5
2011-04-06,11.0,,,,10.5
2011-04-07,11.0,28.0,,,10.5
2011-04-08,11.125,22.5,,,10.5
2011-04-11,11.166666666666664,18.5,,,10.75
2011-04-12,11.166666666666664,15.9,,,11.25
2011-04-13,11.333333333333336,15.9,,,11.25
2011-04-14,11.916666666666664,14.071428571428573,42.0,,10.166666666666666
2011-04-15,11.666666666666664,,42.0,,10.5
2011-04-18,10.833333333333336,19.5,42.0,,9.375
2011-04-19,10.5,18.0,42.0,,10.375
2011-04-20,8.833333333333334,13.0,42.0,,10.666666666666666
2011-04-21,8.166666666666666,14.0,42.0,,10.125
2011-04-22,7.333333333333332,15.5,42.0,,9.666666666666666
2011-04-25,6.25,,42.0,,
2011-04-26,5.5,,42.0,,10.0
2011-04-27,5.5,7.5,42.0,,9.5
2011-04-28,5.5,5.833333333333332,42.0,,9.666666666666666
2011-04-29,5.25,4.666666666666667,42.0,,9.625
2011-05-01,,,,,
2011-05-02,5.25,6.75,42.0,,10.0
2011-05-03,7.0,6.75,42.0,,9.8
2011-05-04,7.75,7.4,42.0,,9.583333333333334
2011-05-05,7.875,7.625,42.0,,9.083333333333334
2011-05-06,8.166666666666666,8.5,42.0,,10.0
2011-05-09,9.916666666666666,14.5,42.0,,10.3
2011-05-10,10.75,14.5,42.0,,9.8
2011-05-11,10.25,17.5,32.0,,9.5
2011-05-12,10.25,24.0,32.0,,10.166666666666666
2011-05-13,8.1875,21.0,32.0,,9.0
2011-05-16,8.666666666666666,,32.0,,10.166666666666666
2011-05-17,8.5,,32.0,,10.125
2011-05-18,9.0,,32.0,,10.125
2011-05-19,9.0,12.75,32.0,,9.166666666666666
2011-05-20,9.5,9.0,32.0,,9.166666666666666
2011-05-23,9.5,19.5,32.0,,9.9
2011-05-24,9.5,14.5,32.0,,10.8
2011-05-25,9.0,16.75,32.0,,10.7
2011-05-26,8.75,16.75,32.0,,13.5
2011-05-27,8.75,19.0,32.0,,14.5
2011-05-31,8.375,13.5,32.0,,13.666666666666664
2011-06-01,7.0,10.0,32.0,40.625,13.5
2011-06-02,5.875,10.25,32.0,39.357142857142854,13.5
2011-06-03,5.875,11.25,32.0,39.357142857142854,
2011-06-06,7.625,11.5,32.0,38.1,20.5
2011-06-07,7.375,11.5,32.0,33.5,20.5
2011-06-08,7.916666666666668,14.0,32.0,33.5,19.0
2011-06-09,8.25,11.5,32.0,33.5,17.0
2011-06-10,8.25,14.5,32.0,33.5,15.166666666666664
2011-06-13,7.75,13.0,32.0,32.13636363636363,13.833333333333336
2011-06-14,7.5625,10.833333333333336,26.0,30.94117647058824,13.5
2011-06-15,7.5,10.833333333333336,26.0,31.558823529411764,11.0
2011-06-16,6.8125,10.833333333333336,26.0,31.558823529411764,11.5
2011-06-17,6.8125,12.75,26.0,31.558823529411764,10.125
2011-06-20,6.75,12.5,26.0,24.857142857142854,12.0
2011-06-21,7.125,12.0,26.0,24.857142857142854,10.0
2011-06-22,7.125,10.833333333333336,26.0,26.772727272727273,10.0
2011-06-23,7.666666666666668,12.75,26.0,26.772727272727273,8.5
2011-06-24,,,,26.772727272727273,10.0
